Number,Theme,Subtheme,Year,Set name,Minifigs,Pieces,RRP (USD),Weight,Qty owned,Wanted,Value new (USD),Value used (USD)
41024-1,Friends,Animals series 3,2013,Parrot's Perch,,32,4.99,0.04,0,,5.06,4.25
60012-1,City,Coast Guard,2013,Coast Guard 4x4 & Diving Boat,2,128,19.99,0.22,0,,26.01,10.8
75023-1,Star Wars,Seasonal,2013,Star Wars Advent Calendar,9,254,39.99,0.37,0,,63.71,44.82
75005-1,Star Wars,Episode VI,2013,Rancor Pit,4,380,59.99,1.04,0,,237.38,169.45
42007-1,Technic,,2013,Moto Cross Bike,,253,39.99,,0,,92.27,37.44
30216-1,The Hobbit,The Desolation of Smaug,2013,Lake-town Guard,1,31,4.99,,0,,21.76,17.31
41018-1,Friends,Animals series 1,2013,Cat's Playground,,31,4.99,0.03,0,,6.49,2.88
70103-1,Legends of Chima,Speedorz,2013,Boulder Bowling,1,93,14.99,0.23,0,,15.5,8.47
60015-1,City,Coast Guard,2013,Coast Guard Plane,3,279,44.99,0.78,0,,67.05,25.58
70110-1,Legends of Chima,Speedorz,2013,Tower Target,1,92,14.99,0.21,0,,15.99,6.99
75006-1,Star Wars,Planet Set,2013,Jedi Starfighter & Planet Kamino,1,61,9.99,0.14,0,,23.25,12.84
70111-1,Legends of Chima,Speedorz,2013,Swamp Jump,1,91,14.99,0.2,0,,17.99,13.73
10660-1,Bricks and More,,2013,Pink Suitcase,2,151,24.99,0.8,0,,28.44,7.73
30260-1,The Lone Ranger,,2013,Lone Ranger's Pump Car,1,24,3.99,,0,,8.25,8
75008-1,Star Wars,Planet Set,2013,TIE Bomber & Asteroid Field,1,60,9.99,0.15,0,,22.78,14.43
70114-1,Legends of Chima,Speedorz,2013,Sky Joust,2,117,19.99,0.23,0,,12.66,6.4
10659-1,Bricks and More,,2013,Suitcase,2,146,24.99,0.79,0,,31.06,8
60010-2,City,Fire,2013,Fire Helicopter,2,232,39.99,,0,,53.14,22.02
40056-1,Seasonal,Thanksgiving,2013,Thanksgiving Feast,2,46,7.99,,0,,18.59,18
60013-1,City,Coast Guard,2013,Coast Guard Helicopter,4,230,39.99,0.53,0,,66.33,19.61
ISBN9781409326052-1,Books,Dorling Kindersley,2013,LEGO Star Wars: Battle for the Stolen Crystals: Brickmaster,2,189,32.99,,0,,,
60000-1,City,Fire,2013,Fire Motorcycle,1,40,6.99,0.07,0,,11.87,4.43
60014-1,City,Coast Guard,2013,Coast Guard Patrol,6,449,79.99,1.25,0,,103.87,66.98
70100-1,Legends of Chima,Speedorz,2013,Ring of Fire,1,83,14.99,0.2,0,,10.36,4
70104-1,Legends of Chima,Speedorz,2013,Jungle Gates,1,81,14.99,0.21,0,,7.17,4.82
44010-1,HERO Factory,Brain Attack,2013,STORMER,,69,12.99,0.12,0,,32.99,9.93
79106-1,The Lone Ranger,,2013,Cavalry Builder Set,4,69,12.99,0.1,0,,45.27,31.66
44000-1,HERO Factory,Brain Attack,2013,FURNO XL,,103,19.99,0.24,0,,59.99,24.55
70109-1,Legends of Chima,Speedorz,2013,Whirling Vines,1,77,14.99,0.2,0,,13.89,4.51
44012-1,HERO Factory,Brain Attack,2013,EVO,,51,9.99,0.1,0,,19.31,8.43
44008-1,HERO Factory,Brain Attack,2013,SURGE,,66,12.99,0.12,0,,36.99,13.85
44004-1,HERO Factory,Brain Attack,2013,BULK,,50,9.99,0.12,0,,29.99,6.88
44006-1,HERO Factory,Brain Attack,2013,BREEZ,,49,9.99,0.11,0,,33.99,10.8
75001-1,Star Wars,The Old Republic,2013,Republic Troopers vs. Sith Troopers,4,63,12.99,0.1,0,,36.57,18.39
30167-1,Marvel Super Heroes,The Avengers,2013,Iron Man vs. Fighting Drone,1,24,4.99,,0,,19.49,10
44005-1,HERO Factory,Brain Attack,2013,BRUIZER,,62,12.99,0.15,0,,27.14,10.74
44011-1,HERO Factory,Brain Attack,2013,FROST BEAST,,60,12.99,0.13,0,,43.49,9.49
44003-1,HERO Factory,Brain Attack,2013,SCAROX,,46,9.99,0.11,0,,29.3,6.52
70113-1,Legends of Chima,Speedorz,2013,CHI Battles,2,92,19.99,0.22,0,,7.02,4.5
60011-1,City,Coast Guard,2013,Surfer Rescue,2,32,6.99,0.07,0,,13.52,3.97
44007-1,HERO Factory,Brain Attack,2013,OGRUM,,59,12.99,0.15,0,,29.99,9.3
70205-1,Legends of Chima,Constraction,2013,CHI Razar,,68,14.99,0.15,0,,38.17,9.28
70201-1,Legends of Chima,Constraction,2013,CHI Eris,,67,14.99,0.15,0,,17.16,8.32
70203-1,Legends of Chima,Constraction,2013,CHI Cragger,,65,14.99,0.13,0,,22.99,9.19
44002-1,HERO Factory,Brain Attack,2013,ROCKA,,43,9.99,0.11,0,,24.95,7.07
850842-1,Seasonal,Christmas,2013,Fire Truck Holiday Bauble,,34,7.99,,0,,17.15,
44013-1,HERO Factory,Brain Attack,2013,AQUAGON,,41,9.99,0.11,0,,23.1,6.07
41000-1,Friends,Summer,2013,Water Scooter Fun,1,28,6.99,0.06,0,,2.31,3.17
70202-1,Legends of Chima,Constraction,2013,CHI Gorzan,,59,14.99,0.15,0,,23.99,7.75
44001-1,HERO Factory,Brain Attack,2013,PYROX,,50,12.99,0.15,0,,34.4,11.32
70200-1,Legends of Chima,Constraction,2013,CHI Laval,,55,14.99,0.14,0,,22.99,8.08
70204-1,Legends of Chima,Constraction,2013,CHI Worriz,,55,14.99,0.14,0,,38.35,11
850702-1,Miscellaneous,Photo frames,2013,Classic Picture Frame,1,55,14.99,,0,,,
850849-1,Seasonal,Christmas,2013,Doghouse Holiday Bauble,,29,7.99,,0,,17.77,6.84
850791-1,Seasonal,Birthday,2013,LEGO Minifigure Birthday Set,2,28,7.99,0.08,0,,11.55,10.18
71000-4,Collectable Minifigures,Series 9,2013,Heroic Knight,1,10,2.99,,0,,19.87,15.42
71002-13,Collectable Minifigures,Series 11,2013,Diner Waitress,1,10,2.99,,0,,11.8,9.24
10557-1,Duplo,,2013,Giant Tower,,200,59.99,,0,,75.71,
2000430-1,Serious Play,,2013,Identity and Landscape Kit,6,2631,789.99,,0,,785.14,
850851-1,Seasonal,Christmas,2013,Tree Holiday Bauble,,26,7.99,,0,,16.27,10
2000431-1,Serious Play,,2013,Connections Kit,,2455,754.99,,0,,698.82,
COMCON033-1,The Hobbit,An Unexpected Journey,2013,Micro Scale Bag End,1,130,39.99,,0,,225,157.01
COMCON032-1,Star Wars,Promotional,2013,Jek-14 Mini Stealth Starfighter,1,127,39.99,,0,,368.06,224.44
850843-1,Seasonal,Christmas,2013,T-Rex Holiday Bauble,,25,7.99,,0,,28.58,31.42
10517-1,Duplo,,2013,My First Garden,1,38,12.99,0.5,0,,50,17.05
850850-1,Seasonal,Christmas,2013,Santa Holiday Bauble,,23,7.99,,0,,8.93,3
850618-1,City,Fire,2013,Fire Accessory Pack,4,43,14.99,0.07,0,,18.05,
850779-1,Legends of Chima,Accessory Sets,2013,Legends of Chima Minifigure Accessory Set,4,42,14.99,0.1,0,,12.88,9.62
71001-3,Collectable Minifigures,Series 10,2013,Roman Commander,1,8,2.99,,0,,12,9.55
71001-19,Collectable Minifigures,Series 10,2013,Mr. Gold,1,8,2.99,,0,,,
71002-4,Collectable Minifigures,Series 11,2013,Evil Mech,1,8,2.99,,0,,7.4,3.72
71002-7,Collectable Minifigures,Series 11,2013,Holiday Elf,1,8,2.99,,0,,9.59,6.51
850852-1,Seasonal,Christmas,2013,Reindeer Holiday Bauble,,21,7.99,,0,,20.06,10
850777-1,Legends of Chima,Accessory Sets,2013,Legends of Chima Accessory Set,,34,12.99,0.18,0,,,
850839-1,Pirates,,2013,Classic Pirate Set,4,39,14.99,,0,,59.58,27
850632-1,Ninjago,The Final Battle,2013,Samurai Accessory Set,4,36,14.99,,0,,28.33,15.99
10556-1,Duplo,,2013,Creative Chest,2,106,44.99,,0,,27.76,
71000-0,Collectable Minifigures,Series 9,2013,LEGO Minifigures Series 9 {Random bag},,7,2.99,0.01,0,,,
71000-1,Collectable Minifigures,Series 9,2013,Waiter,1,7,2.99,,0,,17.38,12.6
71000-6,Collectable Minifigures,Series 9,2013,Policeman,1,7,2.99,,0,,6.2,3.77
71000-8,Collectable Minifigures,Series 9,2013,Roller Derby Girl,1,7,2.99,,0,,9.81,6.85
71000-9,Collectable Minifigures,Series 9,2013,Fortune Teller,1,7,2.99,,0,,18,15.13
71000-10,Collectable Minifigures,Series 9,2013,Judge,1,7,2.99,,0,,11.28,7.07
71000-11,Collectable Minifigures,Series 9,2013,Alien Avenger,1,7,2.99,,0,,5.09,3.65
71000-15,Collectable Minifigures,Series 9,2013,Forest Maiden,1,7,2.99,,0,,19.11,17.38
71001-1,Collectable Minifigures,Series 10,2013,Librarian,1,7,2.99,,0,,18.84,13.61
71001-4,Collectable Minifigures,Series 10,2013,Warrior Woman,1,7,2.99,,0,,7.79,5.32
71001-7,Collectable Minifigures,Series 10,2013,Bumblebee Girl,1,7,2.99,,0,,43.83,27.25
71001-8,Collectable Minifigures,Series 10,2013,Grandpa,1,7,2.99,,0,,17.11,10.74
71001-9,Collectable Minifigures,Series 10,2013,Paintball Player,1,7,2.99,,0,,8.74,4.72
71001-10,Collectable Minifigures,Series 10,2013,Sea Captain,1,7,2.99,,0,,21.44,13.88
71001-14,Collectable Minifigures,Series 10,2013,Trendsetter,1,7,2.99,,0,,10.18,10.59
71001-15,Collectable Minifigures,Series 10,2013,Decorator,1,7,2.99,,0,,8.65,5.15
71002-0,Collectable Minifigures,Series 11,2013,LEGO Minifigures Series 11 {Random bag},,7,2.99,0.01,0,,,
71002-1,Collectable Minifigures,Series 11,2013,Barbarian,1,7,2.99,,0,,7.25,4.77
71002-2,Collectable Minifigures,Series 11,2013,Scarecrow,1,7,2.99,,0,,17.09,10.69
71002-3,Collectable Minifigures,Series 11,2013,Pretzel Girl,1,7,2.99,,0,,15.97,11.85
71002-5,Collectable Minifigures,Series 11,2013,Island Warrior,1,7,2.99,,0,,24.75,17.16
71002-9,Collectable Minifigures,Series 11,2013,Mountain Climber,1,7,2.99,,0,,4.2,2.93
71002-10,Collectable Minifigures,Series 11,2013,Welder,1,7,2.99,,0,,10.68,5.26
71002-11,Collectable Minifigures,Series 11,2013,Scientist,1,7,2.99,,0,,10.61,7.19
71002-14,Collectable Minifigures,Series 11,2013,Grandma,1,7,2.99,,0,,13.83,10.13
850617-1,City,Police,2013,Police Accessory Pack,4,34,14.99,0.06,0,,17.33,5
850591-1,Friends,Accessories,2013,Friends Name Sign,,29,12.99,0.14,0,,,
10555-1,Duplo,,2013,Creative Bucket,,65,29.99,,0,,,
10518-1,Duplo,Construction,2013,My First Construction Site,2,43,19.99,0.72,0,,25.1,
71000-2,Collectable Minifigures,Series 9,2013,Cyclops,1,6,2.99,,0,,5.81,3.74
71000-3,Collectable Minifigures,Series 9,2013,Hollywood Starlet,1,6,2.99,,0,,16.68,13.63
71000-5,Collectable Minifigures,Series 9,2013,Roman Emperor,1,6,2.99,,0,,9.67,6.45
71000-12,Collectable Minifigures,Series 9,2013,Mermaid,1,6,2.99,,0,,10.54,7.42
71000-13,Collectable Minifigures,Series 9,2013,Battle Mech,1,6,2.99,,0,,6.93,3.84
71000-14,Collectable Minifigures,Series 9,2013,Mr. Good and Evil,1,6,2.99,,0,,6.86,4.71
71000-16,Collectable Minifigures,Series 9,2013,Plumber,1,6,2.99,,0,,13.7,9.19
71001-5,Collectable Minifigures,Series 10,2013,Tomahawk Warrior,1,6,2.99,,0,,7.83,4.86
71001-11,Collectable Minifigures,Series 10,2013,Sad Clown,1,6,2.99,,0,,8.37,4.54
71001-12,Collectable Minifigures,Series 10,2013,Revolutionary Soldier,1,6,2.99,,0,,12.74,8.17
71001-16,Collectable Minifigures,Series 10,2013,Motorcycle Mechanic,1,6,2.99,,0,,3.27,2.13
71002-12,Collectable Minifigures,Series 11,2013,Saxophone Player,1,6,2.99,,0,,16.05,11.2
71002-15,Collectable Minifigures,Series 11,2013,Constable,1,6,2.99,,0,,7.82,4.93
10516-1,Duplo,Disney Princess,2013,Ariel's Magical Boat Ride,2,30,14.99,0.41,0,,22.89,24.12
10552-1,Duplo,,2013,Creative Cars,,40,19.99,0.81,0,,33.28,9.99
10561-1,Duplo,,2013,Toddler Starter Building Set,,37,19.99,0.74,0,,26,
10504-1,Duplo,Circus,2013,My First Circus,3,62,34.99,0.95,0,,60,35
31313-1,Mindstorms,EV3,2013,Mindstorms EV3,,601,349.99,1.796224,0,,414.89,243.13
71001-2,Collectable Minifigures,Series 10,2013,Medusa,1,5,2.99,,0,,25.9,16.63
71001-6,Collectable Minifigures,Series 10,2013,Skydiver,1,5,2.99,,0,,3.6,2.06
71001-13,Collectable Minifigures,Series 10,2013,Baseball Fielder,1,5,2.99,,0,,7.43,3.38
71002-6,Collectable Minifigures,Series 11,2013,Gingerbread Man,1,5,2.99,,0,,14.76,9.19
71002-8,Collectable Minifigures,Series 11,2013,Yeti,1,5,2.99,,0,,10.05,6.14
71002-16,Collectable Minifigures,Series 11,2013,Lady Robot,1,5,2.99,,0,,6.92,3.84
10503-1,Duplo,Circus,2013,Circus Show,1,25,14.99,,0,,23.62,
10510-1,Duplo,Disney Planes,2013,Ripslinger's Air Race,2,40,24.99,0.56,0,,14.97,23.63
45544-1,Education,Mindstorms,2013,Education EV3 Core Set,,541,339.95,2.87,0,,491.71,363.4
10558-1,Duplo,Trains,2013,Number Train,1,31,19.99,0.59474,0,,38.92,15.39
10513-1,Duplo,Jake and the Never Land Pirates,2013,Never Land Hideout,2,37,24.99,0.52,0,,41.09,14.99
10512-1,Duplo,Jake and the Never Land Pirates,2013,Jake's Treasure Hunt,1,22,14.99,0.26,0,,19.38,8.95
10500-1,Duplo,,2013,Horse Stable,2,44,29.99,0.78,0,,27.4,
10514-1,Duplo,Jake and the Never Land Pirates,2013,Jake's Pirate Ship Bucky,2,56,39.99,1.1,0,,81,48.32
10505-1,Duplo,,2013,Play House,3,83,59.99,1.87,0,,80,47.33
71000-7,Collectable Minifigures,Series 9,2013,Chicken Suit Guy,1,4,2.99,,0,,10.05,7.11
10511-1,Duplo,Disney Planes,2013,Skipper's Flight School,3,53,39.99,0.74,0,,67.64,34.95
10553-1,Duplo,,2013,Toddler Build and Play Cubes,,17,12.99,0.44,0,,16.63,10
10515-1,Duplo,Disney Princess,2013,Ariel's Undersea Castle,1,39,29.99,0.62,0,,71.34,36.47
10508-1,Duplo,Trains,2013,Deluxe Train Set,3,134,109.99,3.36,0,,185.58,82.46
10506-1,Duplo,Trains,2013,Train Accessory Set,,24,19.99,0.66,0,,30.44,20
10507-1,Duplo,Trains,2013,My First Train Set,2,52,44.99,1.238306,0,,73.89,44.01
10559-1,Duplo,,2013,A Fairy Tale,,15,12.99,0.21,0,,10,
10509-1,Duplo,Disney Planes,2013,Dusty and Chug,2,16,14.99,0.25,0,,26.26,11.31
10501-1,Duplo,Zoo,2013,Zoo Friends,,5,4.99,,0,,8.12,4.4
10560-1,Duplo,,2013,Peekaboo Jungle,,13,12.99,0.2,0,,14.89,10.51
10554-1,Duplo,,2013,Toddler Build and Pull Along,,15,14.99,0.53,0,,20.95,10
10519-1,Duplo,,2013,Garbage Truck,1,16,19.99,,0,,33.19,19.15
10502-1,Duplo,Zoo,2013,Zoo Bus,2,19,29.99,0.62,0,,42.27,24.75
10520-1,Duplo,,2013,Big Front Loader,1,12,19.99,,0,,51.1,17.81
10550-1,Duplo,Circus,2013,Circus Transport,1,9,19.99,0.41,0,,13.99,
45002-1,Education,Duplo,2013,Tech Machines Set,6,95,214.95,2.5,0,,224.39,
ISBN9781409324621-1,Books,Dorling Kindersley,2013,LEGO Minifigures: Character Encyclopedia,1,6,18.99,,0,,,
ISBN9781409333128-1,Books,Dorling Kindersley,2013,LEGO Minifigure Year by Year: A Visual History,3,12,39.99,,0,,,
45514-1,Education,Mindstorms,2013,Cable Pack,,7,24.95,,0,,18.05,
88003-1,Power Functions,Accessories,2013,L-Motor,,1,13.99,0.05,0,,23.65,17.2
88004-1,Power Functions,Accessories,2013,Servo Motor,,1,24.99,0.05,0,,76.13,66.16
45503-1,Mindstorms,EV3,2013,EV3 Medium Servo Motor,,1,29.95,0.04,0,,32.72,27.36
45507-1,Mindstorms,EV3,2013,EV3 Touch Sensor,,1,29.95,0.02,0,,29.86,12
45502-1,Mindstorms,EV3,2013,EV3 Large Servo Motor,,1,29.99,0.08,0,,39.35,32.35
45505-1,Mindstorms,EV3,2013,EV3 Gyro Sensor,,1,34.99,0.02,0,,37.51,28.98
45508-1,Mindstorms,EV3,2013,EV3 Infrared Beacon,,1,34.99,0.03,0,,32.18,31.47
45509-1,Mindstorms,EV3,2013,EV3 Infrared Sensor,,1,34.99,0.02,0,,45.13,28.61
45504-1,Mindstorms,EV3,2013,EV3 Ultrasonic Sensor,,1,39.95,0.03,0,,37.28,47.04
45506-1,Mindstorms,EV3,2013,EV3 Colour Sensor,,1,49.95,0.02,0,,43.38,28.11
45501-1,Education,Mindstorms,2013,DC Rechargeable Battery,,1,99.95,,0,,102.04,58.32
45500-1,Mindstorms,EV3,2013,EV3 Intelligent Brick,,1,224.95,0.21,0,,159.97,132.07
9664-1,Education,FIRST LEGO League,2013,FLL Challenge 2013 Nature's Fury,3,2031,,,0,,150,166.96
10250-1,Seasonal,Chinese Traditional Festivals,2013,Year of the Snake,,243,,,0,,123.07,75
10663-1,Bricks and More,,2013,Creative Chest,3,609,,,0,,104.06,44.12
10664-1,Bricks and More,,2013,Creative Tower,,1600,,2.34,0,,80,
11900-1,City,Book Parts,2013,Brickmaster City parts,,,,,0,,,
11901-1,Ninjago,Book Parts,2013,Brickmaster Ninjago parts,,,,,0,,,
11902-1,Friends,,2013,Brickmaster Friends: Treasure Hunt in Heartlake City parts,2,95,,,0,,9.65,11.5
11903-1,Ninjago,Book Parts,2013,Brickmaster Ninjago: Fight the Power of the Snakes parts,,156,,,0,,7.99,5
11904-1,Legends of Chima,,2013,Brickmaster Legends of Chima: The Quest for Chi parts,2,187,,,0,,11.03,4
11905-1,Star Wars,The Clone Wars,2013,Brickmaster Star Wars: Battle for the Stolen Crystals parts,2,189,,,0,,34.99,24.95
20209-1,Master Builder Academy,,2013,Time Machine,,,,,0,,,
20210-1,Master Builder Academy,,2013,World Architecture,,,,,0,,,
20211-1,Master Builder Academy,,2013,Inventor's Lab,,,,,0,,,
21021-1,Architecture,Landmark Series,2013,Marina Bay Sands,,602,,,0,,845.14,442.93
30066-0,Duplo,,2013,Circus {Random Bag},,3,,,0,,,
30066-2,Duplo,,2013,Circus - Lion Tamer,,,,,0,,,
30066-3,Duplo,,2013,Circus - Lion,,,,,0,,,
30066-4,Duplo,,2013,Circus - Girl,,,,,0,,,
30066-5,Duplo,,2013,Circus - Clown,,,,,0,,,
30066-6,Duplo,,2013,Circus - Rabbit,,,,,0,,,
30107-1,Friends,,2013,Birthday Party,1,39,,,0,,6.61,2.5
30108-1,Friends,Summer,2013,Summer Picnic,1,33,,,0,,5.29,2
30168-1,Marvel Super Heroes,Iron Man 3,2013,Gun mounting system,1,17,,,0,,73.32,45.66
30183-1,Creator,Promotional,2013,Little Car,,45,,,0,,3.44,1.93
30184-1,Creator,Miscellaneous,2013,Little Helicopter,,56,,,0,,6.09,2.63
30185-1,Creator,Promotional,2013,Little Eagle,,48,,,0,,10.94,5
30186-1,Creator,Seasonal,2013,Christmas Tree,,51,,,0,,10.94,4.67
30215-1,The Hobbit,The Desolation of Smaug,2013,Legolas Greenleaf,1,33,,0.02,0,,11.6,14.23
30220-1,City,Fire,2013,Fire Speedboat,1,40,,,0,,4.97,4
30221-1,City,Fire,2013,Fire Car,1,37,,,0,,6.54,3
30222-1,City,Police,2013,Police Helicopter,1,33,,,0,,3.7,2.93
30224-1,City,General,2013,Ride-On Lawn Mower,1,42,,,0,,15.04,2.49
30243-1,Star Wars,The Clone Wars,2013,Umbaran MHC,,49,,,0,,6.52,2.99
30251-1,Legends of Chima,,2013,Winzar's Pack Patrol,1,38,,,0,,3.52,2.23
30252-1,Legends of Chima,,2013,Crug's Swamp Jet,1,23,,,0,,5.35,2.94
30253-1,Legends of Chima,,2013,Leonidas' Jungle Dragster,1,30,,,0,,5.1,3.26
30254-1,Legends of Chima,,2013,Razcal's Double-Crosser,1,36,,,0,,4.61,2.7
30255-1,Legends of Chima,,2013,Crawley,1,11,,,0,,5.24,3.01
30261-1,The Lone Ranger,,2013,Tonto's Campfire,1,20,,0.01,0,,16.32,11.79
40073-1,Creator,Miscellaneous,2013,Panda,,70,,,0,,18.2,
40077-1,Promotional,Toys R Us,2013,Geoffrey,,90,,,0,,7.2,3
40078-1,Creator,Promotional,2013,Hot Dog Stand,2,39,,,0,,14.67,8.44
40079-1,Creator,Promotional,2013,Mini VW T1 Camper Van,,76,,,0,,37.12,25.26
40081-1,Miscellaneous,Photo frames,2013,LEGOLAND Picture Frame -- Florida Edition,1,122,,,0,,,
40081-2,Miscellaneous,Photo frames,2013,LEGOLAND Picture Frame -- Deutschland Edition,,122,,,0,,,
40081-3,Miscellaneous,Photo frames,2013,LEGOLAND Picture Frame -- Billund Edition,,122,,,0,,,
40081-4,Miscellaneous,Photo frames,2013,LEGOLAND Picture Frame -- Malaysia Edition,,122,,,0,,,
40081-5,Miscellaneous,Photo frames,2013,LEGOLAND Picture Frame -- Windsor Edition,,,,,0,,,
40081-6,Miscellaneous,Photo frames,2013,LEGOLAND Picture Frame -- California Edition,,122,,,0,,,
40082-1,Creator,Seasonal,2013,Christmas Tree Stand,2,115,,,0,,45.86,35.75
40083-1,Creator,Seasonal,2013,Christmas Tree Truck,1,118,,,0,,43.84,35.36
40084-1,HERO Factory,Brain Attack,2013,Accessory Pack,,6,,,0,,3.02,1.84
40200-1,Racers,,2013,BMW,,30,,,0,,8.26,5.69
45000-1,Education,Duplo,2013,Creative Builder,2,118,,1.2,0,,90.15,
45001-1,Education,Duplo,2013,Playground,6,98,,2.5,0,,68.83,
45003-1,Education,Soft bricks,2013,Soft Starter Set,,84,,15,0,,581.42,
45015-1,Education,Duplo,2013,Tech Machines,6,89,,,0,,138,
45080-1,Education,,2013,Creative Cards,,,,0.25,0,,6.57,
45515-1,Education,Mindstorms,2013,Bluetooth Dongle,,,,,0,,,
45516-1,Education,Mindstorms,2013,WiFi Dongle,,,,,0,,,
60031-1,City,Town,2013,City Corner,5,483,,,0,,94.91,11.33
66448-1,City,Product Collection,2013,Bonus/Value Pack,,329,,,0,,54.15,
66449-1,Star Wars,Product Collection,2013,Super Pack 3-in-1,,727,,,0,,143.24,
66450-1,Legends of Chima,Product Collection,2013,Super Pack 3-in-1,,596,,,0,,84.5,48.66
66453-1,City,Product Collection,2013,Fire Value Pack,,653,,,0,,63.66,26.44
66454-1,Duplo,Product Collection,2013,Super Pack 3-in-1,,89,,,0,,,
66455-1,Friends,Product collection,2013,Friends Value Pack,,844,,,0,,145.25,
66456-1,Star Wars,Product Collection,2013,Star Wars Value Pack,,821,,,0,,541.25,237.48
66471-1,HERO Factory,Product Collection,2013,Super Pack 2-in-1,,153,,,0,,,
66473-1,Star Wars,Product Collection,2013,LEGO Star Wars Super Pack,,1360,,,0,,631.9,261.25
66475-1,City,Product Collection,2013,Super Pack,,814,,,0,,105,
66481-1,HERO Factory,Product Collection,2013,Ultimate Stormer,,129,,,0,,,
66482-1,HERO Factory,Product Collection,2013,Bonus/Value Pack,,215,,,0,,,
66483-1,HERO Factory,Product Collection,2013,Bonus/Value Pack,,158,,,0,,,
66484-1,HERO Factory,Product Collection,2013,Bonus/Value Pack,,158,,,0,,,
66485-1,HERO Factory,Product Collection,2013,Bonus/Value Pack,,155,,,0,,,45.15
66488-1,HERO Factory,Product Collection,2013,Ultimate Evo,,92,,,0,,,
66497-1,Friends,Product Collection,2013,Animals Christmas Party Set,,328,,,0,,14.45,
66498-1,Legends of Chima, Product Collection,2013,Chi Hyper Laval ,,122,,,0,,,
66499-1,Legends of Chima, Product Collection,2013,Chi Hyper Gorzan,,127,,,0,,,
66500-1,Legends of Chima, Product Collection,2013,Chi Hyper Cragger,,120,,,0,,,
71000-17,Collectable Minifigures,Series 9,2013,LEGO Minifigures - Series 9 - Complete,16,105,,,0,,,
71000-18,Collectable Minifigures,Series 9,2013,LEGO Minifigures - Series 9 - Sealed Box,,,,,0,,,
71001-0,Collectable Minifigures,Series 10,2013,LEGO Minifigures Series 10 {Random bag},,,2.99,0.01,0,,,
71001-17,Collectable Minifigures,Series 10,2013,LEGO Minifigures - Series 10 - Complete (except Mr. Gold),16,103,,,0,,,
71001-18,Collectable Minifigures,Series 10,2013,LEGO Minifigures - Series 10 - Sealed Box,,,,,0,,,
71002-17,Collectable Minifigures,Series 11,2013,LEGO Minifigures - Series 11 - Complete,16,109,,,0,,,
71002-18,Collectable Minifigures,Series 11,2013,LEGO Minifigures - Series 11 - Sealed Box,,,,,0,,,
391113-1,Legends of Chima,Magazine gift,2013,Ewar minifig,,15,,,0,,3.34,
391213-1,Legends of Chima,Magazine gift,2013,Razcal minifig,,11,,,0,,3.86,
850490-1,Gear,Key Chains/Locations,2013,Chicago Key Chain,,,,,0,,,
850597-1,Gear,Bags,2013,Friends Carry Case,,,14.99,0.72,0,,,
850598-1,Gear,Trading/Playing cards,2013,Game Cards Binder,,,12.99,,0,,,
850602-1,Gear,Key Chains/Legends of Chima,2013,Chima Cragger Key Chain,,,4.99,0.01,0,,,
850607-1,Gear,Key Chains/Legends of Chima,2013,Eris Key Chain,,,4.99,0.01,0,,,
850608-1,Gear,Key Chains/Legends of Chima,2013,Chima Laval Key Chain,,,4.99,,0,,,
850609-1,Gear,Key Chains/Legends of Chima,2013,Worriz Key Chain,,,4.99,0.01,0,,,
850611-1,Gear,Role-play toys,2013,Cragger's Shield,,,12.99,0.17,0,,,
850612-1,Gear,Role-play toys,2013,Cragger Sword,,,9.99,0.09,0,,,
850614-1,Gear,Role-play toys,2013,Laval's Shield,,,12.99,0.17,0,,,
850615-1,Gear,Role-play toys,2013,Laval Sword,,,9.99,0.09,0,,,
850622-1,Gear,Key Chains/Ninjago,2013,Golden Ninja Key Chain,,,4.99,0.01,0,,,
850628-1,Gear,Role-play toys,2013,Samurai Sword and Sheath,,,14.99,,0,,,
850634-1,Gear,Key Chains/Star Wars,2013,R2-D2,,,4.99,,0,,,
850635-1,Gear,Magnets/Star Wars,2013,Darth Vader Magnet,,,6.99,0.05,0,,,
850636-1,Gear,Magnets/Star Wars,2013,Luke Skywalker Magnet,,,6.99,0.05,0,,,
850637-1,Gear,Magnets/Star Wars,2013,Princess Leia Magnet,,,6.99,0.05,0,,,
850638-1,Gear,Magnets/Star Wars,2013,Han Solo Magnet,,,6.99,0.05,0,,,
